week,line,node,sku,degree
38,17,SKOL|1/3|UNI|KR80117,SKOL|1/3|UNI|KR80117,16.0
38,17,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,16.0
38,17,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07201,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07201,2.0
38,17,TURIA MARZEN|1/3|PACK|KR00607,TURIA MARZEN|1/3|PACK|KR00607,16.0
38,17,TURIA MARZEN|1/3|UNI|KR00607,TURIA MARZEN|1/3|UNI|KR00607,60.0
38,17,TURIA MARZEN|1/3|UNI|KR00609,TURIA MARZEN|1/3|UNI|KR00609,2.0
38,17,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83601","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83601",18.0
38,17,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602",12.0
38,17,VICTORIA|1/3|RETR|KR81115,VICTORIA|1/3|RETR|KR81115,2.0
38,17,VICTORIA|1/3|UNI|KR81115,VICTORIA|1/3|UNI|KR81115,11.0
38,17,VICTORIA|1/3|UNI|KR81116,VICTORIA|1/3|UNI|KR81116,6.0
38,17,VICTORIA|1/3|UNI|KR81117,VICTORIA|1/3|UNI|KR81117,8.0
38,17,VOLL DAMM|1/3|P12|KR00525,VOLL DAMM|1/3|P12|KR00525,20.0
38,17,VOLL DAMM|1/3|P12|KR00528,VOLL DAMM|1/3|P12|KR00528,14.0
38,17,VOLL DAMM|1/3|P6|KR00525,VOLL DAMM|1/3|P6|KR00525,4.0
38,17,VOLL DAMM|1/3|PACK|KR00525,VOLL DAMM|1/3|PACK|KR00525,30.0
38,17,VOLL DAMM|1/3|PACK|KR00528,VOLL DAMM|1/3|PACK|KR00528,18.0
38,17,VOLL DAMM|1/3|UNI|KR00525,VOLL DAMM|1/3|UNI|KR00525,74.0
38,17,VOLL DAMM|1/3|UNI|KR00528,VOLL DAMM|1/3|UNI|KR00528,52.0
38,17,XIBECA|1/3|P12|KR00716,XIBECA|1/3|P12|KR00716,22.0
38,17,XIBECA|1/3|P12|KR00719,XIBECA|1/3|P12|KR00719,2.0
38,17,XIBECA|1/3|P24|KR00716,XIBECA|1/3|P24|KR00716,12.0
38,17,XIBECA|1/3|P24|KR00718,XIBECA|1/3|P24|KR00718,2.0
38,17,XIBECA|1/3|P24|KR00719,XIBECA|1/3|P24|KR00719,2.0
38,17,XIBECA|1/3|PACK|KR00716,XIBECA|1/3|PACK|KR00716,2.0
38,17,XIBECA|1/3|UNI|KR00716,XIBECA|1/3|UNI|KR00716,32.0
38,17,XIBECA|1/3|UNI|KR00718,XIBECA|1/3|UNI|KR00718,4.0
38,17,XIBECA|1/3|UNI|KR00719,XIBECA|1/3|UNI|KR00719,28.0
38,19,BOCK DAMM|1/3|UNI|KR02511,BOCK DAMM|1/3|UNI|KR02511,2.0
38,19,CARLSBERG|1/2|UNI|KR05701,CARLSBERG|1/2|UNI|KR05701,6.0
38,19,CARLSBERG|1/3|P12|KR04503,CARLSBERG|1/3|P12|KR04503,4.0
38,19,CARLSBERG|1/3|UNI|KR04503,CARLSBERG|1/3|UNI|KR04503,2.0
38,19,DAMM LEMON|1/2|UNI|KR07100,DAMM LEMON|1/2|UNI|KR07100,10.0
38,19,DAMM LEMON|1/3|PACK|KR00927,DAMM LEMON|1/3|PACK|KR00927,22.0
38,19,DAMM LEMON|1/3|PACK|KR00928,DAMM LEMON|1/3|PACK|KR00928,4.0
38,19,DAMM LEMON|1/3|UNI|KR00924,DAMM LEMON|1/3|UNI|KR00924,4.0
38,19,EMD BRAU|1/3|P12|KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,22.0
38,19,ESTRELLA DAMM|1/2|UNI|KR00127,ESTRELLA DAMM|1/2|UNI|KR00127,24.0
38,19,ESTRELLA DAMM|1/2|UNI|KR00129,ESTRELLA DAMM|1/2|UNI|KR00129,24.0
38,19,ESTRELLA DAMM|1/2|UNI|KR02037,ESTRELLA DAMM|1/2|UNI|KR02037,4.0
38,19,ESTRELLA DAMM|1/2|UNI|KR02041,ESTRELLA DAMM|1/2|UNI|KR02041,4.0
38,19,ESTRELLA DAMM|1/2|UNI|KR02042,ESTRELLA DAMM|1/2|UNI|KR02042,16.0
38,19,ESTRELLA DAMM|1/2|UNI|KR02043,ESTRELLA DAMM|1/2|UNI|KR02043,16.0
38,19,ESTRELLA DAMM|1/2|UNI|KR02045,ESTRELLA DAMM|1/2|UNI|KR02045,32.0
38,19,ESTRELLA DAMM|1/2|UNI|KR02046,ESTRELLA DAMM|1/2|UNI|KR02046,2.0
38,19,ESTRELLA DAMM|1/2|UNI|KR02047,ESTRELLA DAMM|1/2|UNI|KR02047,14.0
38,19,ESTRELLA DAMM|1/2|UNI|KR03111,ESTRELLA DAMM|1/2|UNI|KR03111,4.0
38,19,ESTRELLA DAMM|1/2|UNI|KR03112,ESTRELLA DAMM|1/2|UNI|KR03112,18.0
38,19,ESTRELLA DAMM|1/2|UNI|KR03113,ESTRELLA DAMM|1/2|UNI|KR03113,20.0
38,19,ESTRELLA DAMM|1/2|UNI|KR03114,ESTRELLA DAMM|1/2|UNI|KR03114,8.0
38,19,ESTRELLA DAMM|1/3|P12|KR00441,ESTRELLA DAMM|1/3|P12|KR00441,63.0
38,19,ESTRELLA DAMM|1/3|P12|KR00443,ESTRELLA DAMM|1/3|P12|KR00443,65.0
38,19,ESTRELLA DAMM|1/3|P12|KR02335,ESTRELLA DAMM|1/3|P12|KR02335,4.0
38,19,ESTRELLA DAMM|1/3|P12|KR02340,ESTRELLA DAMM|1/3|P12|KR02340,2.0
38,19,ESTRELLA DAMM|1/3|P24|KR00441,ESTRELLA DAMM|1/3|P24|KR00441,6.0
38,19,ESTRELLA DAMM|1/3|P24|KR02332,ESTRELLA DAMM|1/3|P24|KR02332,34.0
38,19,ESTRELLA DAMM|1/3|P24|KR02333,ESTRELLA DAMM|1/3|P24|KR02333,6.0
38,19,ESTRELLA DAMM|1/3|P24|KR02336,ESTRELLA DAMM|1/3|P24|KR02336,8.0
38,19,ESTRELLA DAMM|1/3|P24|KR02337,ESTRELLA DAMM|1/3|P24|KR02337,12.0
38,19,ESTRELLA DAMM|1/3|P24|KR02338,ESTRELLA DAMM|1/3|P24|KR02338,8.0
38,19,ESTRELLA DAMM|1/3|UNI|KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,6.0
38,19,ESTRELLA DAMM|1/3|UNI|KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,30.0
38,19,ESTRELLA DAMM|1/3|UNI|KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,20.0
38,19,ESTRELLA DAMM|1/3|UNI|KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,6.0
38,19,ESTRELLA DAMM|1/3|UNI|KR02320,ESTRELLA DAMM|1/3|UNI|KR02320,2.0
38,19,ESTRELLA DAMM|1/3|UNI|KR02333,ESTRELLA DAMM|1/3|UNI|KR02333,18.0
38,19,ESTRELLA DAMM|1/3|UNI|KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,16.0
38,19,ESTRELLA DAMM|1/3|UNI|KR02609,ESTRELLA DAMM|1/3|UNI|KR02609,2.0
38,19,ESTRELLA DAMM|1/3|UNI|KR02610,ESTRELLA DAMM|1/3|UNI|KR02610,2.0
38,19,ESTRELLA DAMM|1/3|UNI|KR02611,ESTRELLA DAMM|1/3|UNI|KR02611,4.0
38,19,ESTRELLA DAMM|2/5|UNI|KR06102,ESTRELLA DAMM|2/5|UNI|KR06102,20.0
38,19,ESTRELLA DAMM|2/5|UNI|KR06103,ESTRELLA DAMM|2/5|UNI|KR06103,18.0
38,19,ESTRELLA DAMM|2/5|UNI|KR06104,ESTRELLA DAMM|2/5|UNI|KR06104,6.0
38,19,ESTRELLA LEVANTE|1/2|UNI|KR05503,ESTRELLA LEVANTE|1/2|UNI|KR05503,38.0
38,19,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,8.0
38,19,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01620,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01620,10.0
38,19,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01621,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01621,18.0
38,19,ESTRELLA NON-ALCOHOLIC|2/5|P24|KR04200,ESTRELLA NON-ALCOHOLIC|2/5|P24|KR04200,10.0
38,19,FREE DAMM LIMON|1/3|PACK|KR01818,FREE DAMM LIMON|1/3|PACK|KR01818,2.0
38,19,FREE DAMM LIMON|1/3|PACK|KR01819,FREE DAMM LIMON|1/3|PACK|KR01819,2.0
38,19,FREE DAMM LIMON|1/3|UNI|KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,4.0
38,19,FREE DAMM TOSTADA|1/3|PACK|KR04806,FREE DAMM TOSTADA|1/3|PACK|KR04806,8.0
38,19,FREE DAMM|1/2|UNI|KR06200,FREE DAMM|1/2|UNI|KR06200,2.0
38,19,FREE DAMM|1/3|PACK|KR00036,FREE DAMM|1/3|PACK|KR00036,22.0
38,19,FREE DAMM|1/3|PACK|KR00038,FREE DAMM|1/3|PACK|KR00038,26.0
38,19,GRANDE|2/5|UNI|KR6BNG30,GRANDE|2/5|UNI|KR6BNG30,12.0
38,19,GRANDE|2/5|UNI|KR6BNG31,GRANDE|2/5|UNI|KR6BNG31,10.0
38,19,GRANDE|2/5|UNI|KR6BNS90,GRANDE|2/5|UNI|KR6BNS90,4.0
38,19,INEDIT|1/2|UNI|KR03307,INEDIT|1/2|UNI|KR03307,10.0
38,19,INNIS & GUNN|1/3|P24|KR6BNIG0,INNIS & GUNN|1/3|P24|KR6BNIG0,8.0
38,19,KELER|1/2|UNI|KR82407,KELER|1/2|UNI|KR82407,8.0
38,19,KELER|1/3|P12|KR80024,KELER|1/3|P12|KR80024,2.0
38,19,KELER|1/3|P12|KR80025,KELER|1/3|P12|KR80025,22.0
38,19,LA FRÍA|1/3|P24|KR6BNZF0,LA FRÍA|1/3|P24|KR6BNZF0,8.0
38,19,LA FRÍA|1/3|P24|KR6BNZF1,LA FRÍA|1/3|P24|KR6BNZF1,24.0
38,19,Molen|1/3|P24|KR6BNML5,Molen|1/3|P24|KR6BNML5,10.0
38,19,ROSA BLANCA|1/3|P12|KR03502,ROSA BLANCA|1/3|P12|KR03502,6.0
38,19,ROSA BLANCA|1/3|P12|KR03503,ROSA BLANCA|1/3|P12|KR03503,10.0
38,19,ROSA BLANCA|2/5|PACK|KR06301,ROSA BLANCA|2/5|PACK|KR06301,2.0
38,19,ROSA BLANCA|2/5|UNI|KR06301,ROSA BLANCA|2/5|UNI|KR06301,12.0
38,19,SABOR|1/2|UNI|KR6BNNN0,SABOR|1/2|UNI|KR6BNNN0,2.0
38,19,SABOR|1/2|UNI|KR6BNNN1,SABOR|1/2|UNI|KR6BNNN1,12.0
38,19,SAN MARCOS|2/5|UNI|KR6BNS90,SAN MARCOS|2/5|UNI|KR6BNS90,22.0
38,19,SHEKELS|1/3|P24|KR6BNHJ2,SHEKELS|1/3|P24|KR6BNHJ2,10.0
38,19,SKOL|1/3|UNI|KR80115,SKOL|1/3|UNI|KR80115,4.0
38,19,SKOL|1/3|UNI|KR80116,SKOL|1/3|UNI|KR80116,2.0
38,19,TURIA MARZEN|1/3|PACK|KR00607,TURIA MARZEN|1/3|PACK|KR00607,30.0
38,19,TURIA MARZEN|1/3|PACK|KR00609,TURIA MARZEN|1/3|PACK|KR00609,2.0
38,19,UNLAGUER|1/3|P24|KR6BNUL3,UNLAGUER|1/3|P24|KR6BNUL3,8.0
38,19,VICTORIA|1/2|UNI|KR82805,VICTORIA|1/2|UNI|KR82805,20.0
38,19,VICTORIA|1/2|UNI|KR82806,VICTORIA|1/2|UNI|KR82806,14.0
38,19,VICTORIA|1/2|UNI|KR82808,VICTORIA|1/2|UNI|KR82808,6.0
38,19,VICTORIA|1/3|P12|KR81115,VICTORIA|1/3|P12|KR81115,2.0
38,19,VOLL DAMM|1/2|UNI|KR02702,VOLL DAMM|1/2|UNI|KR02702,22.0
38,19,VOLL DAMM|1/2|UNI|KR02705,VOLL DAMM|1/2|UNI|KR02705,12.0
38,19,VOLL DAMM|1/3|P12|KR00525,VOLL DAMM|1/3|P12|KR00525,34.0
38,19,VOLL DAMM|1/3|P12|KR00528,VOLL DAMM|1/3|P12|KR00528,28.0
38,19,XIBECA|1/2|UNI|KR00203,XIBECA|1/2|UNI|KR00203,14.0
38,19,XIBECA|1/3|P12|KR00716,XIBECA|1/3|P12|KR00716,10.0
38,19,XIBECA|1/3|P12|KR00718,XIBECA|1/3|P12|KR00718,14.0
38,19,XIBECA|1/3|P12|KR00719,XIBECA|1/3|P12|KR00719,8.0
38,19,XIBECA|1/3|PACK|KR00716,XIBECA|1/3|PACK|KR00716,2.0
38,19,XIBECA|1/3|PACK|KR00718,XIBECA|1/3|PACK|KR00718,2.0
38,19,XIBECA|1/3|UNI|KR00716,XIBECA|1/3|UNI|KR00716,2.0
39,14,ARGUS|1/3|P12|KR6BNAGI,ARGUS|1/3|P12|KR6BNAGI,2.0
39,14,AURUM|1/3|P12|KR6BNAU7,AURUM|1/3|P12|KR6BNAU7,2.0
39,14,COMPLOT|1/3|UNI|KR05002,COMPLOT|1/3|UNI|KR05002,2.0
39,14,COVIRAN|1/3|P12|KR6BNCDB,COVIRAN|1/3|P12|KR6BNCDB,4.0
39,14,DAMM LEMON|1/3|UNI|KR00926,DAMM LEMON|1/3|UNI|KR00926,4.0
39,14,DAMM LEMON|1/3|UNI|KR00928,DAMM LEMON|1/3|UNI|KR00928,12.0
39,14,"DAURA 0,0|1/3|PACK|KR06400","DAURA 0,0|1/3|PACK|KR06400",4.0
39,14,DAURA IPA|1/3|PACK|KR06900,DAURA IPA|1/3|PACK|KR06900,2.0
39,14,DAURA|1/3|PACK|KR07000,DAURA|1/3|PACK|KR07000,2.0
39,14,EMD BRAU|1/3|P12|KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,52.0
39,14,ESTRELLA DAMM|1/2|UNI|KR00127,ESTRELLA DAMM|1/2|UNI|KR00127,2.0
39,14,ESTRELLA DAMM|1/3|P24|KR02332,ESTRELLA DAMM|1/3|P24|KR02332,4.0
39,14,ESTRELLA DAMM|1/3|P24|KR02336,ESTRELLA DAMM|1/3|P24|KR02336,2.0
39,14,ESTRELLA DAMM|1/3|P24|KR02338,ESTRELLA DAMM|1/3|P24|KR02338,6.0
39,14,ESTRELLA DAMM|1/3|P6|KR02321,ESTRELLA DAMM|1/3|P6|KR02321,4.0
39,14,ESTRELLA DAMM|1/3|P6|KR02335,ESTRELLA DAMM|1/3|P6|KR02335,10.0
39,14,ESTRELLA DAMM|1/3|UNI|KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,64.0
39,14,ESTRELLA DAMM|1/3|UNI|KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,62.0
39,14,ESTRELLA DAMM|1/3|UNI|KR00442,ESTRELLA DAMM|1/3|UNI|KR00442,2.0
39,14,ESTRELLA DAMM|1/3|UNI|KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,42.0
39,14,ESTRELLA DAMM|1/3|UNI|KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,47.0
39,14,ESTRELLA DAMM|1/3|UNI|KR00445,ESTRELLA DAMM|1/3|UNI|KR00445,2.0
39,14,ESTRELLA DAMM|1/3|UNI|KR02320,ESTRELLA DAMM|1/3|UNI|KR02320,2.0
39,14,ESTRELLA DAMM|1/3|UNI|KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,4.0
39,14,ESTRELLA DAMM|1/3|UNI|KR02610,ESTRELLA DAMM|1/3|UNI|KR02610,4.0
39,14,ESTRELLA DAMM|1/3|UNI|KR02611,ESTRELLA DAMM|1/3|UNI|KR02611,4.0
39,14,ESTRELLA LEVANTE|1/3|UNI|KR00342,ESTRELLA LEVANTE|1/3|UNI|KR00342,12.0
39,14,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,2.0
39,14,FREE DAMM LIMON|1/3|UNI|KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,2.0
39,14,FREE DAMM|1/3|UNI|KR00032,FREE DAMM|1/3|UNI|KR00032,4.0
39,14,FREE DAMM|1/3|UNI|KR00038,FREE DAMM|1/3|UNI|KR00038,2.0
39,14,INNIS & GUNN|1/3|P24|KR6BNIG0,INNIS & GUNN|1/3|P24|KR6BNIG0,2.0
39,14,KELER|1/3|UNI|KR80025,KELER|1/3|UNI|KR80025,4.0
39,14,LA FRÍA|1/3|P24|KR6BNZF1,LA FRÍA|1/3|P24|KR6BNZF1,16.0
39,14,MARK SPENCER|1/3|UNI|KR61500,MARK SPENCER|1/3|UNI|KR61500,4.0
39,14,Molen|1/3|P24|KR6BNML5,Molen|1/3|P24|KR6BNML5,10.0
39,14,SKOL|1/3|RETR|KR80115,SKOL|1/3|RETR|KR80115,20.0
39,14,SKOL|1/3|RETR|KR80116,SKOL|1/3|RETR|KR80116,14.0
39,14,SKOL|1/3|RETR|KR80117,SKOL|1/3|RETR|KR80117,14.0
39,14,SKOL|1/3|UNI|KR80117,SKOL|1/3|UNI|KR80117,4.0
39,14,TURIA MARZEN|1/3|UNI|KR00609,TURIA MARZEN|1/3|UNI|KR00609,2.0
39,14,VICTORIA|1/3|P6|KR81115,VICTORIA|1/3|P6|KR81115,29.0
39,14,VICTORIA|1/3|PACK|KR81114,VICTORIA|1/3|PACK|KR81114,8.0
39,14,VICTORIA|1/3|UNI|KR81117,VICTORIA|1/3|UNI|KR81117,6.0
39,14,VOLL DAMM|1/3|P6|KR00525,VOLL DAMM|1/3|P6|KR00525,38.0
39,14,VOLL DAMM|1/3|P6|KR00528,VOLL DAMM|1/3|P6|KR00528,24.0
39,14,VOLL DAMM|1/3|UNI|KR00525,VOLL DAMM|1/3|UNI|KR00525,32.0
39,14,VOLL DAMM|1/3|UNI|KR00528,VOLL DAMM|1/3|UNI|KR00528,20.0
39,14,XIBECA|1/3|UNI|KR00716,XIBECA|1/3|UNI|KR00716,4.0
39,17,BOCK DAMM|1/3|UNI|KR02511,BOCK DAMM|1/3|UNI|KR02511,4.0
39,17,BOCK DAMM|1/3|UNI|KR02512,BOCK DAMM|1/3|UNI|KR02512,4.0
39,17,CARLSBERG|1/3|P12|KR04503,CARLSBERG|1/3|P12|KR04503,12.0
39,17,CARLSBERG|1/3|UNI|KR04503,CARLSBERG|1/3|UNI|KR04503,36.0
39,17,COMPLOT|1/3|UNI|KR05002,COMPLOT|1/3|UNI|KR05002,20.0
39,17,DAMM LEMON|1/3|PACK|KR00926,DAMM LEMON|1/3|PACK|KR00926,2.0
39,17,DAMM LEMON|1/3|PACK|KR00928,DAMM LEMON|1/3|PACK|KR00928,2.0
39,17,DAMM LEMON|1/3|UNI|KR00924,DAMM LEMON|1/3|UNI|KR00924,14.0
39,17,DAMM LEMON|1/3|UNI|KR00926,DAMM LEMON|1/3|UNI|KR00926,20.0
39,17,DAMM LEMON|1/3|UNI|KR00928,DAMM LEMON|1/3|UNI|KR00928,28.0
39,17,DAURA|1/3|UNI|KR02207,DAURA|1/3|UNI|KR02207,20.0
39,17,DAURA|1/3|UNI|KR02209,DAURA|1/3|UNI|KR02209,18.0
39,17,ESTRELLA DAMM|1/3|P12|KR00441,ESTRELLA DAMM|1/3|P12|KR00441,60.0
39,17,ESTRELLA DAMM|1/3|P12|KR00443,ESTRELLA DAMM|1/3|P12|KR00443,12.0
39,17,ESTRELLA DAMM|1/3|P24|KR00441,ESTRELLA DAMM|1/3|P24|KR00441,50.0
39,17,ESTRELLA DAMM|1/3|P24|KR00443,ESTRELLA DAMM|1/3|P24|KR00443,38.0
39,17,ESTRELLA DAMM|1/3|P24|KR02338,ESTRELLA DAMM|1/3|P24|KR02338,2.0
39,17,ESTRELLA DAMM|1/3|PACK|KR00443,ESTRELLA DAMM|1/3|PACK|KR00443,6.0
39,17,ESTRELLA DAMM|1/3|UNI|KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,28.0
39,17,ESTRELLA DAMM|1/3|UNI|KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,82.0
39,17,ESTRELLA DAMM|1/3|UNI|KR00442,ESTRELLA DAMM|1/3|UNI|KR00442,4.0
39,17,ESTRELLA DAMM|1/3|UNI|KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,60.0
39,17,ESTRELLA DAMM|1/3|UNI|KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,21.0
39,17,ESTRELLA DAMM|1/3|UNI|KR02609,ESTRELLA DAMM|1/3|UNI|KR02609,2.0
39,17,ESTRELLA LEVANTE|1/3|P24|KR00339,ESTRELLA LEVANTE|1/3|P24|KR00339,4.0
39,17,ESTRELLA LEVANTE|1/3|UNI|KR00339,ESTRELLA LEVANTE|1/3|UNI|KR00339,8.0
39,17,ESTRELLA LEVANTE|1/3|UNI|KR00342,ESTRELLA LEVANTE|1/3|UNI|KR00342,8.0
39,17,ESTRELLA LEVANTE|1/3|UNI|KR00343,ESTRELLA LEVANTE|1/3|UNI|KR00343,10.0
39,17,FREE DAMM LIMON|1/3|PACK|KR01818,FREE DAMM LIMON|1/3|PACK|KR01818,4.0
39,17,FREE DAMM LIMON|1/3|PACK|KR01819,FREE DAMM LIMON|1/3|PACK|KR01819,2.0
39,17,FREE DAMM LIMON|1/3|UNI|KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,20.0
39,17,FREE DAMM LIMON|1/3|UNI|KR01819,FREE DAMM LIMON|1/3|UNI|KR01819,38.0
39,17,FREE DAMM TOSTADA|1/3|PACK|KR04806,FREE DAMM TOSTADA|1/3|PACK|KR04806,4.0
39,17,FREE DAMM TOSTADA|1/3|UNI|KR04806,FREE DAMM TOSTADA|1/3|UNI|KR04806,70.0
39,17,FREE DAMM|1/3|PACK|KR00036,FREE DAMM|1/3|PACK|KR00036,6.0
39,17,FREE DAMM|1/3|PACK|KR00038,FREE DAMM|1/3|PACK|KR00038,4.0
39,17,FREE DAMM|1/3|UNI|KR00036,FREE DAMM|1/3|UNI|KR00036,28.0
39,17,FREE DAMM|1/3|UNI|KR00037,FREE DAMM|1/3|UNI|KR00037,4.0
39,17,FREE DAMM|1/3|UNI|KR00038,FREE DAMM|1/3|UNI|KR00038,36.0
39,17,KELER NON ALCOHOLIC|1/3|UNI|KR83500,KELER NON ALCOHOLIC|1/3|UNI|KR83500,4.0
39,17,KELER|1/3|P12|KR80024,KELER|1/3|P12|KR80024,2.0
39,17,KELER|1/3|P12|KR80025,KELER|1/3|P12|KR80025,14.0
39,17,KELER|1/3|UNI|KR80024,KELER|1/3|UNI|KR80024,4.0
39,17,KELER|1/3|UNI|KR80025,KELER|1/3|UNI|KR80025,52.0
39,17,LEVANTE SIN TOSTADA|1/3|UNI|KR04103,LEVANTE SIN TOSTADA|1/3|UNI|KR04103,2.0
39,17,LEVANTE SIN TOSTADA|1/3|UNI|KR04104,LEVANTE SIN TOSTADA|1/3|UNI|KR04104,2.0
39,17,LEVANTE SIN TOSTADA|1/3|UNI|KR04105,LEVANTE SIN TOSTADA|1/3|UNI|KR04105,6.0
39,17,Molen|1/3|P24|KR6BNML5,Molen|1/3|P24|KR6BNML5,4.0
39,17,ORO|1/3|UNI|KR82703,ORO|1/3|UNI|KR82703,10.0
39,17,ROSA BLANCA|1/3|P12|KR03502,ROSA BLANCA|1/3|P12|KR03502,6.0
39,17,ROSA BLANCA|1/3|P12|KR03503,ROSA BLANCA|1/3|P12|KR03503,2.0
39,17,ROSA BLANCA|1/3|UNI|KR03502,ROSA BLANCA|1/3|UNI|KR03502,16.0
39,17,ROSA BLANCA|1/3|UNI|KR03503,ROSA BLANCA|1/3|UNI|KR03503,8.0
39,17,ROSA BLANCA|1/3|UNI|KR05802,ROSA BLANCA|1/3|UNI|KR05802,4.0
39,17,SKOL|1/3|UNI|KR80115,SKOL|1/3|UNI|KR80115,22.0
39,17,SKOL|1/3|UNI|KR80116,SKOL|1/3|UNI|KR80116,16.0
39,17,SKOL|1/3|UNI|KR80117,SKOL|1/3|UNI|KR80117,16.0
39,17,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,16.0
39,17,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07201,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07201,2.0
39,17,TURIA MARZEN|1/3|PACK|KR00607,TURIA MARZEN|1/3|PACK|KR00607,16.0
39,17,TURIA MARZEN|1/3|UNI|KR00607,TURIA MARZEN|1/3|UNI|KR00607,62.0
39,17,TURIA MARZEN|1/3|UNI|KR00609,TURIA MARZEN|1/3|UNI|KR00609,2.0
39,17,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83601","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83601",18.0
39,17,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602",12.0
39,17,VICTORIA|1/3|RETR|KR81115,VICTORIA|1/3|RETR|KR81115,2.0
39,17,VICTORIA|1/3|UNI|KR81115,VICTORIA|1/3|UNI|KR81115,11.0
39,17,VICTORIA|1/3|UNI|KR81116,VICTORIA|1/3|UNI|KR81116,6.0
39,17,VICTORIA|1/3|UNI|KR81117,VICTORIA|1/3|UNI|KR81117,8.0
39,17,VOLL DAMM|1/3|P12|KR00525,VOLL DAMM|1/3|P12|KR00525,20.0
39,17,VOLL DAMM|1/3|P12|KR00528,VOLL DAMM|1/3|P12|KR00528,14.0
39,17,VOLL DAMM|1/3|P6|KR00525,VOLL DAMM|1/3|P6|KR00525,4.0
39,17,VOLL DAMM|1/3|PACK|KR00525,VOLL DAMM|1/3|PACK|KR00525,30.0
39,17,VOLL DAMM|1/3|PACK|KR00528,VOLL DAMM|1/3|PACK|KR00528,18.0
39,17,VOLL DAMM|1/3|UNI|KR00525,VOLL DAMM|1/3|UNI|KR00525,74.0
39,17,VOLL DAMM|1/3|UNI|KR00528,VOLL DAMM|1/3|UNI|KR00528,56.0
39,17,XIBECA|1/3|P12|KR00716,XIBECA|1/3|P12|KR00716,22.0
39,17,XIBECA|1/3|P12|KR00719,XIBECA|1/3|P12|KR00719,2.0
39,17,XIBECA|1/3|P24|KR00716,XIBECA|1/3|P24|KR00716,12.0
39,17,XIBECA|1/3|P24|KR00718,XIBECA|1/3|P24|KR00718,2.0
39,17,XIBECA|1/3|P24|KR00719,XIBECA|1/3|P24|KR00719,2.0
39,17,XIBECA|1/3|PACK|KR00716,XIBECA|1/3|PACK|KR00716,2.0
39,17,XIBECA|1/3|UNI|KR00716,XIBECA|1/3|UNI|KR00716,32.0
39,17,XIBECA|1/3|UNI|KR00718,XIBECA|1/3|UNI|KR00718,4.0
39,17,XIBECA|1/3|UNI|KR00719,XIBECA|1/3|UNI|KR00719,30.0
39,19,BOCK DAMM|1/3|UNI|KR02511,BOCK DAMM|1/3|UNI|KR02511,2.0
39,19,CARLSBERG|1/2|UNI|KR05701,CARLSBERG|1/2|UNI|KR05701,6.0
39,19,CARLSBERG|1/3|P12|KR04503,CARLSBERG|1/3|P12|KR04503,4.0
39,19,CARLSBERG|1/3|UNI|KR04503,CARLSBERG|1/3|UNI|KR04503,2.0
39,19,DAMM LEMON|1/2|UNI|KR07100,DAMM LEMON|1/2|UNI|KR07100,10.0
